Normalized_ID,Raw_Term,Official_Term_Name,Status,Is_Valid_ID,Cleaned_Term_Used,Frequency_Count,Model,Ontology_Match_Check,Suggested_Error_Type,MANUAL_Is_Real_Term,MANUAL_Present_In_Note,MANUAL_Error_Type,MANUAL_Present_In_Note_Evidence,MANUAL_Present_In_Note_Support
HP:0011789,Decreased circulating thyroxine (T4) level,Impaired sensitivity to thyroid stimulating hormone,Name Mismatch,TRUE,Decreased circulating thyroxine level,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,Free T4: 0.6 ng/dL (0.8–2.0 ng/dL) – Low,inferred
HP:0003189,Decreased circulating thyroxine concentration,Long nose,Name Mismatch,TRUE,Decreased circulating thyroxine concentration,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,Thyroid Function Tests:  TSH: 12.5 mIU/L (1.7–9.1 mIU/L) – Elevated  Free T4: 0.6 ng/dL (0.8–2.0 ng/dL) – Low,direct
HP:0002928,Decreased circulating thyroxine concentration,Decreased activity of the pyruvate dehydrogenase complex,Name Mismatch,TRUE,Decreased circulating thyroxine concentration,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,Thyroid Function Tests:  TSH: 12.5 mIU/L (1.7–9.1 mIU/L) – Elevated  Free T4: 0.6 ng/dL (0.8–2.0 ng/dL) – Low,direct
HP:0011788,Decreased circulating thyroxine concentration,Increased circulating free T3,Name Mismatch,TRUE,Decreased circulating thyroxine concentration,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,Thyroid Function Tests:  TSH: 12.5 mIU/L (1.7–9.1 mIU/L) – Elevated  Free T4: 0.6 ng/dL (0.8–2.0 ng/dL) – Low,direct
HP:0002928,Decreased circulating thyroxine level,Decreased activity of the pyruvate dehydrogenase complex,Name Mismatch,TRUE,Decreased circulating thyroxine level,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,Free T4: 0.6 ng/dL (0.8–2.0 ng/dL) – Low,inferred
HP:0011869,Decreased circulating thyroxine level,Abnormal platelet function,Name Mismatch,TRUE,Decreased circulating thyroxine level,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,Free T4: 0.6 ng/dL (0.8–2.0 ng/dL) – Low,inferred
HP:0003210,Decreased circulating thyroxine level,Decreased methylmalonyl-CoA mutase activity,Name Mismatch,TRUE,Decreased circulating thyroxine level,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,Free T4: 0.6 ng/dL (0.8–2.0 ng/dL) – Low,inferred
HP:0000850,Decreased circulating thyroxine level,,Invalid ID,FALSE,Decreased circulating thyroxine level,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,Free T4: 0.6 ng/dL (0.8–2.0 ng/dL) – Low,inferred
HP:0002917,Decreased free thyroxine level,Hypomagnesemia,Name Mismatch,TRUE,Decreased free thyroxine level,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,Thyroid Function Tests:  TSH: 12.5 mIU/L (1.7–9.1 mIU/L) – Elevated  Free T4: 0.6 ng/dL (0.8–2.0 ng/dL) – Low,direct
HP:0000286,"Epicanthus (Direct - for ""epicanthal folds"")",Epicanthus,Exact Match,TRUE,Epicanthus,1,sim3,TRUE,None,TRUE,TRUE,0,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0001290,Delayed ability to sit,Generalized hypotonia,Name Mismatch,TRUE,Delayed ability to sit,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Parents report Emily has hypotonia, noted since birth, and is not yet sitting independently.",direct
HP:0002359,Delayed ability to sit,Frequent falls,Name Mismatch,TRUE,Delayed ability to sit,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Parents report Emily has hypotonia, noted since birth, and is not yet sitting independently.",direct
HP:0002353,Delayed ability to sit,EEG abnormality,Name Mismatch,TRUE,Delayed ability to sit,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Parents report Emily has hypotonia, noted since birth, and is not yet sitting independently.",direct
HP:0002341,Delayed ability to sit,Cervical cord compression,Name Mismatch,TRUE,Delayed ability to sit,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Parents report Emily has hypotonia, noted since birth, and is not yet sitting independently.",direct
HP:0002324,Delayed ability to sit,Hydranencephaly,Name Mismatch,TRUE,Delayed ability to sit,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Parents report Emily has hypotonia, noted since birth, and is not yet sitting independently.",direct
HP:0002196,Delayed ability to sit,Myelopathy,Name Mismatch,TRUE,Delayed ability to sit,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Parents report Emily has hypotonia, noted since birth, and is not yet sitting independently.",direct
HP:0002194,Delayed ability to sit,Delayed gross motor development,Name Mismatch,TRUE,Delayed ability to sit,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Parents report Emily has hypotonia, noted since birth, and is not yet sitting independently.",direct
HP:0025337,Delayed ability to sit,Red eye,Name Mismatch,TRUE,Delayed ability to sit,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Parents report Emily has hypotonia, noted since birth, and is not yet sitting independently.",direct
HP:0006948,Delayed ability to sit,,Invalid ID,FALSE,Delayed ability to sit,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"Parents report Emily has hypotonia, noted since birth, and is not yet sitting independently.",direct
HP:0000286,"Epicanthus (Direct, from ""epicanthal folds"")",Epicanthus,Exact Match,TRUE,Epicanthus,1,sim3,TRUE,None,TRUE,TRUE,0,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000286,"Epicanthus (Directly stated as ""epicanthal folds"")",Epicanthus,Exact Match,TRUE,Epicanthus,1,sim3,TRUE,None,TRUE,TRUE,0,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0001288,Delayed gross motor development,Gait disturbance,Name Mismatch,TRUE,Delayed gross motor development,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,Neurologic: No seizures or abnormal movements. Delayed motor milestones (not sitting independently).,direct
HP:0001270,Delayed gross motor development,Motor delay,Name Mismatch,TRUE,Delayed gross motor development,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,Neurologic: No seizures or abnormal movements. Delayed motor milestones (not sitting independently).,direct
HP:0002197,Delayed gross motor development,Generalized-onset seizure,Name Mismatch,TRUE,Delayed gross motor development,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,Neurologic: No seizures or abnormal movements. Delayed motor milestones (not sitting independently).,direct
HP:0006948,Delayed sitting,,Invalid ID,FALSE,Delayed sitting,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,not yet sitting independently.,direct
HP:0000468,"is ""Webbed neck""",Increased adipose tissue around the neck,Name Mismatch,TRUE,"is ""Webbed neck""",1,sim3,FALSE,Check Mapping,FALSE,FALSE,3,,
HP:0000720,Delayed speech and language development,obsolete Mood swings,Name Mismatch,TRUE,Delayed speech and language development,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,She smiles responsively and babbles but has no clear words.,direct
HP:0000470,Short neck,Short neck,Exact Match,TRUE,Short neck,9,sim3,TRUE,None,TRUE,TRUE,0,"Neck: Short neck, no webbing or lymphadenopathy, no cystic hygroma.",direct
HP:0000470,Short neck (Direct),Short neck,Exact Match,TRUE,Short neck,1,sim3,TRUE,None,TRUE,TRUE,0,"Neck: Short neck, no webbing or lymphadenopathy, no cystic hygroma.",direct
HP:0000470,Short neck (Directly stated),Short neck,Exact Match,TRUE,Short neck,1,sim3,TRUE,None,TRUE,TRUE,0,"Neck: Short neck, no webbing or lymphadenopathy, no cystic hygroma.",direct
HP:0001262,Delayed walking,Excessive daytime somnolence,Name Mismatch,TRUE,Delayed walking,1,sim3,FALSE,Check Mapping,FALSE,FALSE,1,,
HP:0000582,Upslanted palpebral fissure,Upslanted palpebral fissure,Exact Match,TRUE,Upslanted palpebral fissure,8,sim3,TRUE,None,TRUE,TRUE,0,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000431,Depressed nasal bridge,Wide nasal bridge,Name Mismatch,TRUE,Depressed nasal bridge,2,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0003194,Depressed nasal bridge,Short nasal bridge,Name Mismatch,TRUE,Depressed nasal bridge,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0003195,Depressed nasal bridge,,Invalid ID,FALSE,Depressed nasal bridge,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0005281,Depressed nasal bridge,Hypoplastic nasal bridge,Name Mismatch,TRUE,Depressed nasal bridge,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0005282,Depressed nasal bridge,,Invalid ID,FALSE,Depressed nasal bridge,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0005283,Depressed nasal bridge,,Invalid ID,FALSE,Depressed nasal bridge,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0005284,Depressed nasal bridge,,Invalid ID,FALSE,Depressed nasal bridge,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0005298,Depressed nasal bridge,obsolete Atrioventricular canal defect with right ventricle aorta and pulmonary atresia,Name Mismatch,TRUE,Depressed nasal bridge,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000421,Depressed nasal bridge,Epistaxis,Name Mismatch,TRUE,Depressed nasal bridge,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000446,Depressed nasal bridge,Narrow nasal bridge,Name Mismatch,TRUE,Depressed nasal bridge,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000280,Depressed nasal bridge,Coarse facial features,Name Mismatch,TRUE,Depressed nasal bridge,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000456,Depressed nasal bridge,Bifid nasal tip,Name Mismatch,TRUE,Depressed nasal bridge,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000458,Depressed nasal bridge,Anosmia,Name Mismatch,TRUE,Depressed nasal bridge,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000582,Upslanted palpebral fissure (Direct),Upslanted palpebral fissure,Exact Match,TRUE,Upslanted palpebral fissure,1,sim3,TRUE,None,TRUE,TRUE,0,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000582,Upslanted palpebral fissure (Directly stated),Upslanted palpebral fissure,Exact Match,TRUE,Upslanted palpebral fissure,1,sim3,TRUE,None,TRUE,TRUE,0,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000582,Upslanted palpebral fissures,Upslanted palpebral fissure,Synonym,TRUE,Upslanted palpebral fissures,2,sim3,TRUE,None,TRUE,TRUE,0,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000582,Upslanting palpebral fissures,Upslanted palpebral fissure,Synonym,TRUE,Upslanting palpebral fissures,3,sim3,TRUE,None,TRUE,TRUE,0,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000750,Delayed speech and language development,Delayed speech and language development,Exact Match,TRUE,Delayed speech and language development,9,sim3,TRUE,None,TRUE,TRUE,0,She smiles responsively and babbles but has no clear words.,direct
HP:0000750,"Delayed speech and language development (Direct - ""no clear words"")",Delayed speech and language development,Exact Match,TRUE,Delayed speech and language development,1,sim3,TRUE,None,TRUE,TRUE,0,She smiles responsively and babbles but has no clear words.,direct
HP:0000799,Developmental delay,Renal steatosis,Name Mismatch,TRUE,Developmental delay,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Diagnosis: Down syndrome (trisomy 21), confirmed by karyotype; hypotonia, developmental delay",direct
HP:0001622,Down syndrome,Premature birth,Name Mismatch,TRUE,Down syndrome,2,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Diagnosis: Down syndrome (trisomy 21), confirmed by karyotype; hypotonia, developmental delay",direct
HP:0005973,Down syndrome,Fructose intolerance,Name Mismatch,TRUE,Down syndrome,2,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Diagnosis: Down syndrome (trisomy 21), confirmed by karyotype; hypotonia, developmental delay",direct
HP:0003119,Down syndrome,Abnormal circulating lipid concentration,Name Mismatch,TRUE,Down syndrome,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Diagnosis: Down syndrome (trisomy 21), confirmed by karyotype; hypotonia, developmental delay",direct
HP:0001824,Down syndrome,Weight loss,Name Mismatch,TRUE,Down syndrome,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Diagnosis: Down syndrome (trisomy 21), confirmed by karyotype; hypotonia, developmental delay",direct
HP:0001629,Down syndrome,Ventricular septal defect,Name Mismatch,TRUE,Down syndrome,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Diagnosis: Down syndrome (trisomy 21), confirmed by karyotype; hypotonia, developmental delay",direct
HP:0001388,Down syndrome,obsolete Joint laxity,Name Mismatch,TRUE,Down syndrome,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Diagnosis: Down syndrome (trisomy 21), confirmed by karyotype; hypotonia, developmental delay",direct
HP:0001428,Down syndrome,obsolete Somatic mutation,Name Mismatch,TRUE,Down syndrome,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Diagnosis: Down syndrome (trisomy 21), confirmed by karyotype; hypotonia, developmental delay",direct
HP:0002123,Down syndrome,Generalized myoclonic seizure,Name Mismatch,TRUE,Down syndrome,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Diagnosis: Down syndrome (trisomy 21), confirmed by karyotype; hypotonia, developmental delay",direct
HP:0004378,Down syndrome,Abnormality of the anus,Name Mismatch,TRUE,Down syndrome,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Diagnosis: Down syndrome (trisomy 21), confirmed by karyotype; hypotonia, developmental delay",direct
HP:0009826,Down syndrome,Limb undergrowth,Name Mismatch,TRUE,Down syndrome,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Diagnosis: Down syndrome (trisomy 21), confirmed by karyotype; hypotonia, developmental delay",direct
HP:0009920,Down syndrome,Nevus of Ota,Name Mismatch,TRUE,Down syndrome,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Diagnosis: Down syndrome (trisomy 21), confirmed by karyotype; hypotonia, developmental delay",direct
HP:0009974,Down syndrome,Partial duplication of the phalanges of the 4th finger,Name Mismatch,TRUE,Down syndrome,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Diagnosis: Down syndrome (trisomy 21), confirmed by karyotype; hypotonia, developmental delay",direct
HP:0004374,Down syndrome,Hemiplegia/hemiparesis,Name Mismatch,TRUE,Down syndrome,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Diagnosis: Down syndrome (trisomy 21), confirmed by karyotype; hypotonia, developmental delay",direct
HP:0004322,Down syndrome,Short stature,Name Mismatch,TRUE,Down syndrome,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Diagnosis: Down syndrome (trisomy 21), confirmed by karyotype; hypotonia, developmental delay",direct
HP:0000438,Down syndrome,,Invalid ID,FALSE,Down syndrome,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"Diagnosis: Down syndrome (trisomy 21), confirmed by karyotype; hypotonia, developmental delay",direct
HP:0000494,Down syndrome,Downslanted palpebral fissures,Name Mismatch,TRUE,Down syndrome,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Diagnosis: Down syndrome (trisomy 21), confirmed by karyotype; hypotonia, developmental delay",direct
HP:0000508,Down syndrome,Ptosis,Name Mismatch,TRUE,Down syndrome,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Diagnosis: Down syndrome (trisomy 21), confirmed by karyotype; hypotonia, developmental delay",direct
HP:0000750,Delayed speech and language development (no clear words at 1 year),Delayed speech and language development,Exact Match,TRUE,Delayed speech and language development,1,sim3,TRUE,None,TRUE,TRUE,0,She smiles responsively and babbles but has no clear words.,direct
HP:0002911,Elevated circulating thyroid-stimulating hormone concentration,,Invalid ID,FALSE,Elevated circulating thyroid-stimulating hormone concentration,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,TSH: 12.5 mIU/L (1.7–9.1 mIU/L) – Elevated,direct
HP:0002920,Elevated circulating thyroid-stimulating hormone concentration,Decreased circulating ACTH concentration,Name Mismatch,TRUE,Elevated circulating thyroid-stimulating hormone concentration,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,TSH: 12.5 mIU/L (1.7–9.1 mIU/L) – Elevated,direct
HP:0002910,Elevated circulating thyroid-stimulating hormone concentration,Elevated circulating hepatic transaminase concentration,Name Mismatch,TRUE,Elevated circulating thyroid-stimulating hormone concentration,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,TSH: 12.5 mIU/L (1.7–9.1 mIU/L) – Elevated,direct
HP:0004372,Elevated circulating thyroid-stimulating hormone concentration,Reduced consciousness,Name Mismatch,TRUE,Elevated circulating thyroid-stimulating hormone concentration,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,TSH: 12.5 mIU/L (1.7–9.1 mIU/L) – Elevated,direct
HP:0002925,Elevated circulating thyroid-stimulating hormone level,Elevated circulating thyroid-stimulating hormone concentration,Name Mismatch,TRUE,Elevated circulating thyroid-stimulating hormone level,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,Thyroid Function Tests:  TSH: 12.5 mIU/L (1.7–9.1 mIU/L) – Elevated,direct
HP:0002925,Elevated thyroid-stimulating hormone level,Elevated circulating thyroid-stimulating hormone concentration,Name Mismatch,TRUE,Elevated thyroid-stimulating hormone level,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,Thyroid Function Tests:  TSH: 12.5 mIU/L (1.7–9.1 mIU/L) – Elevated,direct
HP:0000750,"Delayed speech and language development (Supported by ""no clear words"")",Delayed speech and language development,Exact Match,TRUE,Delayed speech and language development,1,sim3,TRUE,None,TRUE,TRUE,0,She smiles responsively and babbles but has no clear words.,direct
HP:0000252,Epicanthal fold,Microcephaly,Name Mismatch,TRUE,Epicanthal fold,2,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000288,Epicanthal fold,Abnormality of the philtrum,Name Mismatch,TRUE,Epicanthal fold,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000280,Epicanthal fold,Coarse facial features,Name Mismatch,TRUE,Epicanthal fold,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000256,Epicanthal fold,Macrocephaly,Name Mismatch,TRUE,Epicanthal fold,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000750,Speech delay,Delayed speech and language development,Synonym,TRUE,Speech delay,1,sim3,TRUE,None,TRUE,TRUE,0,Developmental delay (motor and speech),direct
HP:0000288,Epicanthal folds,Abnormality of the philtrum,Name Mismatch,TRUE,Epicanthal folds,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000256,Epicanthal folds,Macrocephaly,Name Mismatch,TRUE,Epicanthal folds,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000278,Epicanthal folds,Retrognathia,Name Mismatch,TRUE,Epicanthal folds,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000252,Epicanthic fold,Microcephaly,Name Mismatch,TRUE,Epicanthic fold,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000256,Epicanthic fold,Macrocephaly,Name Mismatch,TRUE,Epicanthic fold,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000821,Hypothyroidism,Hypothyroidism,Exact Match,TRUE,Hypothyroidism,10,sim3,TRUE,None,TRUE,TRUE,0,Thyroid Function Tests:  TSH: 12.5 mIU/L (1.7–9.1 mIU/L) – Elevated  Free T4: 0.6 ng/dL (0.8–2.0 ng/dL) – Low,inferred
HP:0000289,Epicanthus,Broad philtrum,Name Mismatch,TRUE,Epicanthus,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000282,Epicanthus,Facial edema,Name Mismatch,TRUE,Epicanthus,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000252,Epicanthus,Microcephaly,Name Mismatch,TRUE,Epicanthus,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000466,Epicanthus,Limited neck range of motion,Name Mismatch,TRUE,Epicanthus,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000286,"Epicanthus - Yes, ""epicanthal folds"" from exam.",Epicanthus,Name Mismatch,TRUE,"Epicanthus - Yes, ""epicanthal folds"" from exam.",1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000821,Hypothyroidism (elevated TSH with low free T4),Hypothyroidism,Exact Match,TRUE,Hypothyroidism,1,sim3,TRUE,None,TRUE,TRUE,0,Thyroid Function Tests:  TSH: 12.5 mIU/L (1.7–9.1 mIU/L) – Elevated  Free T4: 0.6 ng/dL (0.8–2.0 ng/dL) – Low,inferred
HP:0000821,Hypothyroidism (Inferred from high TSH and low Free T4),Hypothyroidism,Exact Match,TRUE,Hypothyroidism,1,sim3,TRUE,None,TRUE,TRUE,0,Thyroid Function Tests:  TSH: 12.5 mIU/L (1.7–9.1 mIU/L) – Elevated  Free T4: 0.6 ng/dL (0.8–2.0 ng/dL) – Low,inferred
HP:0000821,"Hypothyroidism (inferred from labs TSH high, T4 low)",Hypothyroidism,Exact Match,TRUE,Hypothyroidism,1,sim3,TRUE,None,TRUE,TRUE,0,Thyroid Function Tests:  TSH: 12.5 mIU/L (1.7–9.1 mIU/L) – Elevated  Free T4: 0.6 ng/dL (0.8–2.0 ng/dL) – Low,inferred
HP:0002464,Expressive language delay,Spastic dysarthria,Name Mismatch,TRUE,Expressive language delay,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,She smiles responsively and babbles but has no clear words.,direct
HP:0002463,Expressive language delay,Language impairment,Name Mismatch,TRUE,Expressive language delay,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,She smiles responsively and babbles but has no clear words.,direct
HP:0000750,Expressive language delay,Delayed speech and language development,Name Mismatch,TRUE,Expressive language delay,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,She smiles responsively and babbles but has no clear words.,direct
HP:0002474,"Expressive language delay - Yes, ""no clear words"".",Expressive language delay,Name Mismatch,TRUE,"Expressive language delay - Yes, ""no clear words"".",1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,She smiles responsively and babbles but has no clear words.,direct
HP:0000821,Hypothyroidism (Inferred from labs),Hypothyroidism,Exact Match,TRUE,Hypothyroidism,1,sim3,TRUE,None,TRUE,TRUE,0,Thyroid Function Tests:  TSH: 12.5 mIU/L (1.7–9.1 mIU/L) – Elevated  Free T4: 0.6 ng/dL (0.8–2.0 ng/dL) – Low,inferred
HP:0000832,Primary hypothyroidism,Primary hypothyroidism,Exact Match,TRUE,Primary hypothyroidism,4,sim3,TRUE,None,TRUE,TRUE,0,Thyroid Function Tests:  TSH: 12.5 mIU/L (1.7–9.1 mIU/L) – Elevated  Free T4: 0.6 ng/dL (0.8–2.0 ng/dL) – Low,inferred
HP:0000832,Primary hypothyroidism (elevated TSH with low free T4),Primary hypothyroidism,Exact Match,TRUE,Primary hypothyroidism,1,sim3,TRUE,None,TRUE,TRUE,0,Thyroid Function Tests:  TSH: 12.5 mIU/L (1.7–9.1 mIU/L) – Elevated  Free T4: 0.6 ng/dL (0.8–2.0 ng/dL) – Low,inferred
HP:0000954,Single transverse palmar crease,Single transverse palmar crease,Exact Match,TRUE,Single transverse palmar crease,9,sim3,TRUE,None,TRUE,TRUE,0,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
